lat,lng,name,osm_accuracy,population,district,subject,density,ivl_per_100k,ivl_number,ekmo_per_100k,ekmo_number,life_quality_place_rating,ecology,cleanness,public_services,neighbourhood,children_places,sport_and_outdoor,shops_and_malls,public_transport,security,life_costs,inf_rate,avg_temp_min,avg_temp_max,avg_temp_std,avg_temp_median,humidity_min,humidity_max,humidity_std,humidity_median,pressure_min,pressure_max,pressure_std,pressure_median,wind_speed_ms_min,wind_speed_ms_max,wind_speed_ms_std,wind_speed_ms_median,region_x,urban_50-54_years,urban_55-59_years,urban_60-64_years,urban_65-69_years,urban_70-74_years,urban_75-79_years,urban_80-84_years,urban_85-89_years,urban_90-94_years,rural_50-54_years,rural_55-59_years,rural_60-64_years,rural_65-69_years,rural_70-74_years,rural_75-79_years,rural_80-84_years,rural_85-89_years,rural_90-94_years,work_ratio_15-72_years,work_ratio_55-64_years,work_ratio_15-24_years,work_ratio_15-64_years,work_ratio_25-54_years,num_patients_tubercul_1992,num_patients_tubercul_1993,num_patients_tubercul_1994,num_patients_tubercul_1995,num_patients_tubercul_1996,num_patients_tubercul_1997,num_patients_tubercul_1998,num_patients_tubercul_1999,num_patients_tubercul_2000,num_patients_tubercul_2001,num_patients_tubercul_2002,num_patients_tubercul_2003,num_patients_tubercul_2004,num_patients_tubercul_2005,num_patients_tubercul_2006,num_patients_tubercul_2007,num_patients_tubercul_2008,num_patients_tubercul_2009,num_patients_tubercul_2010,num_patients_tubercul_2011,num_patients_tubercul_2012,num_patients_tubercul_2013,num_patients_tubercul_2014,num_patients_tubercul_2015,num_patients_tubercul_2016,num_patients_tubercul_2017,volume_serv_household_2017,volume_serv_chargeable_2017,volume_serv_transport_2017,volume_serv_post_2017,volume_serv_accommodation_2017,volume_serv_telecom_2017,volume_serv_others_2017,volume_serv_veterinary_2017,volume_serv_housing_2017,volume_serv_education_2017,volume_serv_medicine_2017,volume_serv_disabled_2017,volume_serv_culture_2017,volume_serv_sport_2017,volume_serv_hotels_2017,volume_serv_tourism_2017,volume_serv_sanatorium_2017,num_phones_rural_2018,num_phones_urban_2019,bus_march_travel_18,bus_april_travel_18,epirank_avia,epirank_bus,epirank_train,epirank_avia_cat,epirank_bus_cat,epirank_train_cat,whole_population,urban,rural,has_metro
56.3962287,38.711110299999994,Александров,0.614190064709064,61544,Центральный,Владимирская область,47.53,31.4,426,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.868644438,-3.57,6.43,2.50978314373402,3.29,67.14,93.43,7.6368013747966,83.71,731,754,6.92476576877374,748,1,9,2.06559111797728,3,Владимирская область,65412.99,78067.99,79558,68677,47138,26225,28930,10883.99,4377,19430,24501,25762,20113.99,13500,8545,10521.99,4629,2070,65.3,52.7,30.1,72.7,89.2,436,510,621,1037,1098,1296,1410,1542,1694,1196,1196,1233,1084,1085,1189,1161,1167,1156,939,873,877,728,713,650,510,528,9091578.29,68738686.49,9664895.19,391378.2,557689.3,9569046.89,1424196,266375.8,5818429.3,3578772.8,3250726.8,49681.8,1078313.99,455725.6,1359416,1560711.2,380517.7,243147,23893,63646.1,64064.5,-1.0,1.59E-13,0.0008068264097174,-1.0,0,0,233301,176719,56582,0
59.163218900000004,57.5806324455949,Александровск,0.589053399644964,14868,Приволжский,Пермский край,16.33,20,520,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.185145358,-8,4.29,3.20230006624702,0.14,62.14,100,10.6738665284266,84.71,733,766,9.37981622319715,753,2,8,2.13139793160665,6,Пермский край,109633,126671,127055.99,113582.99,75359.99,38446,43804.99,16859.99,7061,41458.99,51333,49788,39331.99,22166,10518.99,12839,5628,2255,57.3,33.4,24.6,63.8,82.9,1149,1518,1777,2624,3224,3942,3329,3221,3848,3399,3175,2733,851,3048,3200,2827,2953,2757,2754,2340,2149,2114,2029,2229,2034,1953,15714717.59,151610365.5,22436682.79,566312.6,3114004.7,18562271.09,16870225,174571.1,12586672,9521411,10608328.2,405688.1,2852667.1,1149574.5,1046162.89,5738725.9,3103465.8,470135.99,73201.99,279091.4,295492.3,-1.0,2.58E-13,7.51E-06,-1.0,0,0,356153,273248,82905,0
50.6299364,38.6867154,Алексеевка,0.591445708860836,39026,Центральный,Белгородская область,57.19,16.8,260,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.403120521,-1.57,13,3.95673109427225,9.43,49.14,91.43,12.193713641912,72,740,751,3.54293394694016,747,3,7,1.27988094684436,5,Белгородская область,62380,77784,77304.99,63673.99,40377,22511.99,24051.99,7289,3166,34144.99,42314.99,39652,32016,21374,15323.99,18474.99,6822,3584,67.09,49.8,32.5,73,89.8,461,510,647,719,825,848,1008,1073,1135,1122,1004,1029,1077,879,942,879,960,784,712,621,602,452,448,420,333,303,13582643,80857760.3,10567831.49,777751.9,1059978.39,10500952.1,2897908.1,329101.4,5427810.8,6058245.7,6010490.7,317301.1,1451118.6,598312.9,1132039.7,953438.6,954015.9,257909.99,53837,71818.3,71518.2,-1.0,1.36E-13,-1.0,-1.0,0,-1.0,242049,146359,95690,0
54.5028103,37.0667213,Алексин,0.593120203849316,61738,Центральный,Тульская область,58.05,20.3,297,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906950408,-3.57,9,2.8887980693905,5.14,60.83,90.43,9.09606885261038,81.43,734,749,5.06622805119026,744,2,8,1.90737915425728,4,Тульская область,67763.99,78219,84443.99,74787,53752.99,30512,34177,12961.99,5919,23703.99,28226,30333.99,24371.99,16560.99,9869,12235,5630,2634,67.2,61.4,19.89,73.8,88.4,788,873,953,1185,1532,1635,1728,1764,1725,1699,1666,1572,1756,1485,1261,1228,1295,1399,1077,1011,940,819,789,878,813,658,7200002.6,69593763.09,7500185.2,316003.3,555334.1,11063511.59,2651101.6,121525.5,6547375.1,3214746.2,4763420.19,211892.7,789313.3,329885.2,797853.7,1050767.99,409155.8,312545.99,37026.99,78511.3,84792.6,-1.0,2.28E-12,-1.0,-1.0,0,-1.0,272234,203733,68501,0
55.554956000000004,98.6654191,Алзамай,0.598401892483957,6751,Сибирский,Иркутская область,3.13,26.5,633,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903260667,-13.43,3.43,4.89971165332351,-7.71,47.14,90.57,11.9573772008668,62.43,718,736,5.13809303146604,727,2,6,1.35224680756562,4,Иркутская область,100605,115913.99,114705.99,100189,64159.99,35679,38692,13317.99,5149,30248.99,37142,36447.99,27850,14856,7837,9090,3619,1333,62.3,43.9,29.5,68,84.9,1078,1253,1488,1569,1464,1512,2522,3373,3614,3902,3290,3256,3140,3126,3159,3439,3576,3351,3688,3700,3341,3365,2954,2875,2615,2324,9109693.4,99686724.7,16636875.39,494925,1479870.8,16930257.99,2121695.79,241093.2,10427725.39,7502084.69,7057327.7,373311.3,1840103.4,809961.7,2275095.6,2081366.7,1395371.4,321450.99,18080,134405.2,133269.7,-1.0,6.64E-11,6.60E-05,-1.0,1,0,294539,239184,55355,0
44.677112,34.4095393,Алушта,0.602915167891094,29078,Южный,Крым,73.38,34.3,656,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.015778756,3.71,17.29,4.26845985383598,14.14,39.43,84.57,13.5828766502253,57,731,740,2.71152742054747,737,1,4,0.961150104723254,1,Республика Крым,23297.99,26488,27248.99,25757.99,18486,10913,10958.99,3751,1681,1925,2128.99,2194.99,1888,1248,890,803,318,142,61,48.9,31,67.7,81.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,214,223,223,220,11059369.6,33532959.3,1943991.6,151426.6,138027.1,2168354.79,2985035.7,46436.2,3735846.39,2012715.1,1521852.6,24158.3,1692359.2,458198.7,1468127.5,180901.6,125493.29,101003,2726,182019.8,189562.6,-1.0,1.20E-13,-1.0,-1.0,0,-1.0,310843,167752,143091,0
54.90050079999999,52.2963777,Альметьевск,0.6060070330404449,146309,Приволжский,Татарстан,57.27,28.2,1100,-1.0,0.0,95.0,184.0,33.0,73.0,196.0,60.0,47.0,156.0,208.0,65.0,154.0,3.638688887,3.71,17.29,4.26845985383598,14.14,39.43,84.57,13.5828766502253,57,731,740,2.71152742054747,737,1,4,0.961150104723254,1,Республика Крым,23297.99,26488,27248.99,25757.99,18486,10913,10958.99,3751,1681,1925,2128.99,2194.99,1888,1248,890,803,318,142,61,48.9,31,67.7,81.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,214,223,223,220,11059369.6,33532959.3,1943991.6,151426.6,138027.1,2168354.79,2985035.7,46436.2,3735846.39,2012715.1,1521852.6,24158.3,1692359.2,458198.7,1468127.5,180901.6,125493.29,101003,2726,182019.8,189562.6,-1.0,1.20E-13,-1.0,-1.0,0,-1.0,310843,167752,143091,0
64.7316875,177.5060925,Анадырь,0.591918180647331,13053,Дальневосточный,Чукотский АО,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.339610422,-2.14,5,2.07185631051686,2.14,66.43,92.14,7.82648239419643,76.86,739,766,8.1298977911926,758,2,7,1.35576371027374,5,Республика Татарстан,168745.99,211818.99,204298.99,160730.99,102643,54302,60033.99,24832.99,10697,68434.99,76880.99,67086.99,49885.99,31964.99,25153,31070.99,15329.99,6277,67.59,47.7,29.4,74.09,93.1,1195,1261,1462,2367,2533,2522,2627,2494,2832,2704,2713,2464,2298,2308,2298,2207,2221,2203,2020,1898,1816,1596,1629,1524,1427,1300,40838346,267909947.19,44363590.59,394884.4,4134522.59,26988392,11023179.49,559497,17866739.6,27483627.3,18770341.6,177413.8,4710889.5,3687193.5,5292473.8,3577782.5,2956238.8,647134.99,144303.99,157885,162064.9,-1.0,8.58E-13,4.75E-05,-1.0,0,0,527462,371965,155497,0
44.894271999999994,37.316887,Анапа,0.6429240761307851,58983,Южный,Краснодарский край,73.73,17.6,1000,0.07,4.0,1.0,7.0,9.0,4.0,30.0,42.0,7.0,16.0,50.0,5.0,48.0,3.239299479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,н.д.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
52.53111170000001,103.8826109,Ангарск,0.620687137820104,233765,Сибирский,Иркутская область,3.13,26.5,633,-1.0,0.0,77.0,152.0,78.0,78.0,72.0,82.0,67.0,34.0,14.0,193.0,91.0,1.605025565,5.14,16.86,3.58279991600078,12.5,48.43,81.57,9.8049247587021,67.43,756,766,3.16679197747048,762,2,6,1.04653623694456,3,Краснодарский край,181771,206916,198170.99,179246.99,124592,72718.99,80976.99,24048.99,10715.99,154571,186884,178566.99,154503,99462,65497.99,76176.99,21533.99,12139.99,64.59,52.4,23.5,72.2,89.3,1530,1915,2197,2078,2242,2001,2852,3279,3710,3741,3637,3620,3573,3276,3105,3676,3653,3443,3623,254,3352,2953,2659,2443,2135,1981,65461511.7,479806103.39,77709820.79,2281604,24220986.6,59673149.39,15273758.5,1228448.8,17486987.39,26762438.69,19799493.7,351889.2,7763936.9,4763420,49853516.5,7880288.2,16026330.39,589577.99,315344,329792.1,328273.8,0.0065075803148796,4.62E-13,0.0020686666839246,1,0,1,847286,452437,394849,0
56.646801,32.26532,Андреаполь,0.5955262571396489,8265,Центральный,Тверская область,15.27,9.4,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.652439748,-13.43,3.43,4.89971165332351,-7.71,47.14,90.57,11.9573772008668,62.43,718,736,5.13809303146604,727,2,6,1.35224680756562,4,Иркутская область,100605,115913.99,114705.99,100189,64159.99,35679,38692,13317.99,5149,30248.99,37142,36447.99,27850,14856,7837,9090,3619,1333,62.3,43.9,29.5,68,84.9,1078,1253,1488,1569,1464,1512,2522,3373,3614,3902,3290,3256,3140,3126,3159,3439,3576,3351,3688,3700,3341,3365,2954,2875,2615,2324,9109693.4,99686724.7,16636875.39,494925,1479870.8,16930257.99,2121695.79,241093.2,10427725.39,7502084.69,7057327.7,373311.3,1840103.4,809961.7,2275095.6,2081366.7,1395371.4,321450.99,18080,134405.2,133269.7,-1.0,3.80E-10,0.0004349521363877,-1.0,1,0,294539,239184,55355,0
